행정구역,계_0~4세,계_5~9세,계_10~14세,계_15~19세,계_20~24세,계_25~29세,계_30~34세,계_35~39세,계_40~44세,계_45~49세,계_50~54세,계_55~59세,계_60~64세,계_65~69세,계_70~74세,계_75~79세,계_80~84세,계_85~89세,계_90~94세,계_95~99세,계_100세 이상,남_총인구수,남_연령구간인구수,남_0~4세,남_5~9세,남_10~14세,남_15~19세,남_20~24세,남_25~29세,남_30~34세,남_35~39세,남_40~44세,남_45~49세,남_50~54세,남_55~59세,남_60~64세,남_65~69세,남_70~74세,남_75~79세,남_80~84세,남_85~89세,남_90~94세,남_95~99세,남_100세 이상,여_총인구수,여_연령구간인구수,여_0~4세,여_5~9세,여_10~14세,여_15~19세,여_20~24세,여_25~29세,여_30~34세,여_35~39세,여_40~44세,여_45~49세,여_50~54세,여_55~59세,여_60~64세,여_65~69세,여_70~74세,여_75~79세,여_80~84세,여_85~89세,여_90~94세,여_95~99세,여_100세 이상
서울특별시  (1100000000),"253,957","345,643","370,120","394,832","615,727","824,757","729,213","720,221","730,823","766,531","795,784","709,961","727,298","546,892","400,713","295,739","193,771","92,740","33,062","7,892","2,477","4,645,177","4,645,177","130,716","177,032","190,154","201,795","292,653","402,665","363,889","360,314","362,536","379,348","392,276","349,409","345,778","256,056","184,277","132,894","80,697","31,713","8,545","1,814",616,"4,912,976","4,912,976","123,241","168,611","179,966","193,037","323,074","422,092","365,324","359,907","368,287","387,183","403,508","360,552","381,520","290,836","216,436","162,845","113,074","61,027","24,517","6,078","1,861"
서울특별시 종로구 (1111000000),"2,893","4,337","5,007","5,615","10,123","12,916","10,181","9,403","9,961","11,380","12,961","11,929","11,559","8,662","6,309","5,465","4,006","1,989",739,204,53,"70,810","70,810","1,453","2,190","2,496","2,783","4,683","6,496","5,131","4,608","4,831","5,562","6,439","6,137","5,770","4,287","2,859","2,353","1,665",759,220,72,16,"74,882","74,882","1,440","2,147","2,511","2,832","5,440","6,420","5,050","4,795","5,130","5,818","6,522","5,792","5,789","4,375","3,450","3,112","2,341","1,230",519,132,37
서울특별시 중구 (1114000000),"3,059","3,411","3,123","3,519","7,390","10,915","10,234","9,707","8,837","8,787","10,323","9,868","10,094","7,698","5,708","4,625","3,143","1,646",655,150,59,"59,945","59,945","1,575","1,777","1,551","1,745","3,336","5,205","5,073","4,895","4,533","4,462","5,200","5,026","5,113","3,787","2,669","1,996","1,247",518,186,35,16,"63,006","63,006","1,484","1,634","1,572","1,774","4,054","5,710","5,161","4,812","4,304","4,325","5,123","4,842","4,981","3,911","3,039","2,629","1,896","1,128",469,115,43
서울특별시 용산구 (1117000000),"6,021","7,066","7,061","8,016","13,590","19,898","19,639","18,474","17,012","17,546","19,250","17,180","16,782","12,191","8,988","7,311","5,508","2,975","1,077",303,89,"108,709","108,709","3,106","3,620","3,544","4,080","6,330","9,445","9,746","9,172","8,411","8,601","9,409","8,580","8,172","5,764","4,055","3,067","2,157","1,009",322,92,27,"117,268","117,268","2,915","3,446","3,517","3,936","7,260","10,453","9,893","9,302","8,601","8,945","9,841","8,600","8,610","6,427","4,933","4,244","3,351","1,966",755,211,62
서울특별시 성동구 (1120000000),"9,581","10,168","9,027","10,284","19,047","25,196","23,385","24,158","22,018","21,818","24,152","22,346","22,011","15,286","11,358","8,846","5,986","2,827",928,201,80,"140,811","140,811","4,904","5,179","4,597","5,032","9,145","12,693","11,157","12,152","11,198","10,772","11,884","11,262","10,946","7,271","5,180","3,820","2,366",942,235,47,29,"147,892","147,892","4,677","4,989","4,430","5,252","9,902","12,503","12,228","12,006","10,820","11,046","12,268","11,084","11,065","8,015","6,178","5,026","3,620","1,885",693,154,51
서울특별시 광진구 (1121500000),"7,716","10,724","12,102","13,108","25,604","36,674","29,242","25,775","24,906","26,290","28,256","25,543","25,504","18,178","12,642","9,401","6,288","2,881",960,244,73,"165,039","165,039","3,932","5,500","6,163","6,590","11,601","17,543","14,512","12,781","12,274","12,939","13,682","12,656","12,173","8,618","5,807","4,288","2,677",957,268,59,19,"177,072","177,072","3,784","5,224","5,939","6,518","14,003","19,131","14,730","12,994","12,632","13,351","14,574","12,887","13,331","9,560","6,835","5,113","3,611","1,924",692,185,54
서울특별시 동대문구 (1123000000),"8,940","10,972","10,986","12,148","25,711","30,474","24,448","24,758","24,325","25,037","27,254","25,010","26,641","20,495","15,236","12,242","8,039","3,712","1,170",269,79,"167,252","167,252","4,543","5,679","5,619","6,113","11,743","15,896","12,580","12,818","12,541","12,882","13,820","12,702","13,018","9,821","7,004","5,438","3,318","1,306",317,74,20,"170,694","170,694","4,397","5,293","5,367","6,035","13,968","14,578","11,868","11,940","11,784","12,155","13,434","12,308","13,623","10,674","8,232","6,804","4,721","2,406",853,195,59
서울특별시 중랑구 (1126000000),"9,813","12,138","12,167","13,669","22,860","32,449","28,808","28,134","27,641","28,645","34,287","33,773","34,794","25,186","17,936","13,238","8,454","3,760","1,297",300,79,"192,355","192,355","5,044","6,288","6,193","6,923","11,362","15,997","14,683","14,611","14,557","14,533","16,876","16,789","16,996","12,109","8,305","5,911","3,560","1,248",291,59,20,"197,073","197,073","4,769","5,850","5,974","6,746","11,498","16,452","14,125","13,523","13,084","14,112","17,411","16,984","17,798","13,077","9,631","7,327","4,894","2,512","1,006",241,59
서울특별시 성북구 (1129000000),"11,744","16,484","17,453","19,125","31,959","34,171","28,462","30,658","32,259","36,265","37,609","31,431","32,119","24,148","18,093","14,629","10,030","4,618","1,644",352,108,"209,004","209,004","6,055","8,359","8,958","9,610","14,570","17,154","14,284","15,226","15,974","17,809","18,660","15,389","15,197","11,260","7,951","6,331","4,080","1,622",415,73,27,"224,357","224,357","5,689","8,125","8,495","9,515","17,389","17,017","14,178","15,432","16,285","18,456","18,949","16,042","16,922","12,888","10,142","8,298","5,950","2,996","1,229",279,81
서울특별시 강북구 (1130500000),"6,037","8,751","9,816","11,425","18,934","22,877","18,501","19,118","20,917","24,121","26,730","24,898","26,537","20,445","16,331","13,124","8,449","3,630","1,148",279,45,"147,237","147,237","3,103","4,539","5,059","5,820","8,930","11,642","9,606","10,062","10,943","12,185","13,215","12,240","12,549","9,371","7,133","5,614","3,504","1,322",318,68,14,"154,876","154,876","2,934","4,212","4,757","5,605","10,004","11,235","8,895","9,056","9,974","11,936","13,515","12,658","13,988","11,074","9,198","7,510","4,945","2,308",830,211,31
서울특별시 도봉구 (1132000000),"7,219","10,496","11,527","13,190","19,761","22,683","19,099","20,553","21,878","25,074","28,928","27,156","29,315","21,629","15,519","11,962","8,229","3,883","1,369",301,122,"155,869","155,869","3,751","5,433","5,953","6,759","10,008","11,579","9,737","10,539","11,041","12,285","13,722","13,046","13,834","10,337","7,258","5,388","3,410","1,294",388,72,35,"164,024","164,024","3,468","5,063","5,574","6,431","9,753","11,104","9,362","10,014","10,837","12,789","15,206","14,110","15,481","11,292","8,261","6,574","4,819","2,589",981,229,87
서울특별시 노원구 (1135000000),"12,660","18,955","23,812","27,511","36,471","34,878","30,411","33,148","38,070","45,315","47,481","39,560","40,064","29,910","21,244","16,038","11,350","5,701","2,048",446,125,"248,250","248,250","6,533","9,736","12,365","14,260","18,489","17,936","15,270","16,379","18,210","21,470","23,107","19,114","18,649","13,899","9,515","6,684","4,237","1,757",523,96,21,"266,948","266,948","6,127","9,219","11,447","13,251","17,982","16,942","15,141","16,769","19,860","23,845","24,374","20,446","21,415","16,011","11,729","9,354","7,113","3,944","1,525",350,104
서울특별시 은평구 (1138000000),"11,932","16,501","17,787","19,906","28,864","37,397","32,907","34,330","35,903","38,970","40,633","36,199","37,735","28,406","21,753","16,970","11,397","5,107","1,646",381,284,"227,339","227,339","6,103","8,489","9,090","10,190","13,935","17,783","15,966","17,060","17,870","19,156","19,729","17,296","17,616","12,857","9,646","7,324","4,836","1,800",451,100,42,"247,669","247,669","5,829","8,012","8,697","9,716","14,929","19,614","16,941","17,270","18,033","19,814","20,904","18,903","20,119","15,549","12,107","9,646","6,561","3,307","1,195",281,242
서울특별시 서대문구 (1141000000),"8,387","10,996","10,791","12,215","22,105","27,328","22,178","22,278","22,088","23,929","25,813","22,812","22,655","16,636","12,822","10,697","7,746","3,711","1,245",292,115,"146,724","146,724","4,345","5,491","5,442","6,052","10,012","13,582","10,889","11,044","10,929","11,797","12,573","11,164","10,759","7,736","5,515","4,525","3,104","1,317",343,70,35,"160,115","160,115","4,042","5,505","5,349","6,163","12,093","13,746","11,289","11,234","11,159","12,132","13,240","11,648","11,896","8,900","7,307","6,172","4,642","2,394",902,222,80
서울특별시 마포구 (1144000000),"10,770","13,425","13,719","14,322","25,546","36,373","32,239","31,554","29,736","30,762","29,721","24,847","23,547","17,029","12,923","10,726","7,542","3,714","1,305",278,107,"174,291","174,291","5,586","6,749","6,948","7,159","11,203","16,643","14,892","15,262","14,380","14,968","14,524","12,304","11,078","7,816","5,442","4,507","3,043","1,311",376,65,35,"195,894","195,894","5,184","6,676","6,771","7,163","14,343","19,730","17,347","16,292","15,356","15,794","15,197","12,543","12,469","9,213","7,481","6,219","4,499","2,403",929,213,72
서울특별시 양천구 (1147000000),"11,240","19,257","24,691","25,171","28,019","30,518","26,459","30,045","36,404","41,127","41,160","34,941","34,370","25,314","17,436","11,454","7,377","3,704","1,341",334,69,"220,815","220,815","5,845","9,815","12,891","13,092","14,488","15,272","13,281","14,613","17,185","19,880","20,495","17,326","16,484","12,093","8,454","5,179","2,913","1,094",340,60,15,"229,616","229,616","5,395","9,442","11,800","12,079","13,531","15,246","13,178","15,432","19,219","21,247","20,665","17,615","17,886","13,221","8,982","6,275","4,464","2,610","1,001",274,54
서울특별시 강서구 (1150000000),"16,380","21,685","21,248","22,628","33,624","53,120","50,398","47,844","45,510","44,470","43,589","40,968","45,142","33,584","23,525","15,536","10,116","5,103","2,018",476,94,"278,142","278,142","8,369","11,040","10,918","11,511","15,779","24,172","25,090","24,536","22,996","22,273","21,221","19,375","21,010","15,472","11,150","7,114","3,947","1,585",456,100,28,"298,916","298,916","8,011","10,645","10,330","11,117","17,845","28,948","25,308","23,308","22,514","22,197","22,368","21,593","24,132","18,112","12,375","8,422","6,169","3,518","1,562",376,66
서울특별시 구로구 (1153000000),"11,993","14,673","14,529","14,995","22,748","31,761","30,775","30,771","30,820","31,046","32,064","30,172","32,171","24,943","18,763","13,059","8,174","3,737","1,208",293,49,"196,713","196,713","6,160","7,422","7,405","7,786","11,101","15,626","15,541","15,921","15,823","15,862","15,920","14,903","15,358","11,631","8,971","6,101","3,476","1,323",296,74,13,"202,031","202,031","5,833","7,251","7,124","7,209","11,647","16,135","15,234","14,850","14,997","15,184","16,144","15,269","16,813","13,312","9,792","6,958","4,698","2,414",912,219,36
서울특별시 금천구 (1154500000),"5,435","6,581","6,622","7,613","14,040","23,160","19,407","16,523","15,356","16,689","19,524","19,983","19,979","14,243","10,396","7,510","4,606","2,086",719,148,45,"116,699","116,699","2,828","3,377","3,362","3,826","6,665","11,877","10,743","9,140","8,343","8,563","9,763","10,113","9,971","6,815","4,980","3,444","1,940",726,173,37,13,"113,966","113,966","2,607","3,204","3,260","3,787","7,375","11,283","8,664","7,383","7,013","8,126","9,761","9,870","10,008","7,428","5,416","4,066","2,666","1,360",546,111,32
서울특별시 영등포구 (1156000000),"12,261","13,089","11,595","12,285","21,904","37,200","36,276","32,903","28,350","27,525","29,020","27,076","27,489","20,355","15,443","11,434","7,776","3,865","1,204",290,68,"186,432","186,432","6,284","6,674","5,938","6,490","10,102","17,355","18,335","17,084","14,652","14,125","14,697","13,905","13,466","9,805","7,208","5,162","3,303","1,425",338,68,16,"190,976","190,976","5,977","6,415","5,657","5,795","11,802","19,845","17,941","15,819","13,698","13,400","14,323","13,171","14,023","10,550","8,235","6,272","4,473","2,440",866,222,52
서울특별시 동작구 (1159000000),"10,354","13,399","13,046","14,217","26,996","38,479","32,120","29,358","28,657","29,239","30,355","27,474","28,559","21,714","16,965","12,662","8,344","3,963","1,405",351,153,"187,614","187,614","5,325","6,833","6,769","7,212","12,583","18,987","16,253","14,830","14,413","14,671","14,652","13,187","13,253","9,973","7,487","5,715","3,571","1,410",364,86,40,"200,196","200,196","5,029","6,566","6,277","7,005","14,413","19,492","15,867","14,528","14,244","14,568","15,703","14,287","15,306","11,741","9,478","6,947","4,773","2,553","1,041",265,113
서울특별시 관악구 (1162000000),"9,041","11,814","12,520","15,280","38,463","70,139","49,486","36,274","32,958","33,678","34,852","32,223","33,410","26,375","20,963","15,678","9,675","3,965","1,335",287,109,"245,370","245,370","4,627","6,070","6,409","7,769","17,019","35,823","27,583","19,933","17,681","17,985","17,649","16,204","15,684","12,118","9,572","7,151","4,249","1,446",327,50,21,"243,155","243,155","4,414","5,744","6,111","7,511","21,444","34,316","21,903","16,341","15,277","15,693","17,203","16,019","17,726","14,257","11,391","8,527","5,426","2,519","1,008",237,88
서울특별시 서초구 (1165000000),"12,333","20,203","23,220","21,678","24,347","29,143","29,163","31,838","37,065","39,065","35,505","27,455","26,939","21,325","16,033","11,088","6,669","3,355","1,393",365,112,"200,107","200,107","6,360","10,387","11,800","11,081","11,905","13,822","13,436","14,611","16,959","18,759","17,694","13,382","12,563","9,739","7,387","5,282","3,153","1,279",385,93,30,"218,187","218,187","5,973","9,816","11,420","10,597","12,442","15,321","15,727","17,227","20,106","20,306","17,811","14,073","14,376","11,586","8,646","5,806","3,516","2,076","1,008",272,82
서울특별시 강남구 (1168000000),"12,747","22,392","29,349","28,940","31,995","39,299","38,286","40,267","47,184","50,275","45,860","34,500","33,087","27,516","20,445","13,842","8,130","4,066","1,733",486,130,"253,799","253,799","6,550","11,561","15,282","15,114","15,509","18,485","17,933","18,103","21,365","23,798","23,150","17,165","15,396","12,392","9,427","6,815","3,732","1,479",419,95,29,"276,730","276,730","6,197","10,831","14,067","13,826","16,486","20,814","20,353","22,164","25,819","26,477","22,710","17,335","17,691","15,124","11,018","7,027","4,398","2,587","1,314",391,101
서울특별시 송파구 (1171000000),"20,101","28,155","29,057","28,762","39,170","52,821","52,483","54,572","54,424","52,945","53,339","47,840","49,104","37,349","24,895","15,922","9,506","5,043","1,995",500,110,"317,209","317,209","10,422","14,424","14,847","14,726","18,920","24,815","25,024","26,122","26,150","25,657","25,886","23,218","22,935","17,758","12,152","7,753","4,146","1,635",496,98,25,"340,884","340,884","9,679","13,731","14,210","14,036","20,250","28,006","27,459","28,450","28,274","27,288","27,453","24,622","26,169","19,591","12,743","8,169","5,360","3,408","1,499",402,85
서울특별시 강동구 (1174000000),"15,300","19,971","19,865","19,210","26,456","34,888","34,626","37,778","38,544","36,533","37,118","34,777","37,691","28,275","18,987","12,280","7,231","3,699","1,480",362,120,"228,642","228,642","7,913","10,400","10,555","10,072","13,235","16,837","17,144","18,812","19,277","18,354","18,309","16,926","17,788","13,327","9,150","5,932","3,063","1,149",298,71,30,"236,549","236,549","7,387","9,571","9,310","9,138","13,221","18,051","17,482","18,966","19,267","18,179","18,809","17,851","19,903","14,948","9,837","6,348","4,168","2,550","1,182",291,90
부산광역시  (2600000000),"91,419","133,380","132,557","135,102","199,933","222,555","192,379","217,596","247,391","257,725","282,290","274,191","306,457","238,187","173,254","121,459","82,239","38,035","12,349","2,527",756,"1,645,794","1,645,794","46,882","68,527","68,064","69,830","102,923","116,596","99,240","110,873","125,654","129,041","138,120","132,807","145,301","112,002","79,438","53,619","31,938","11,635","2,721",433,150,"1,715,987","1,715,987","44,537","64,853","64,493","65,272","97,010","105,959","93,139","106,723","121,737","128,684","144,170","141,384","161,156","126,185","93,816","67,840","50,301","26,400","9,628","2,094",606
부산광역시 중구 (2611000000),457,740,852,"1,097","2,487","3,249","2,347","2,137","2,314","2,898","3,381","3,442","4,246","3,626","2,788","2,162","1,465",634,263,63,18,"19,862","19,862",251,377,421,550,"1,163","1,646","1,283","1,157","1,251","1,617","1,726","1,715","2,020","1,704","1,211",929,561,198,65,13,4,"20,804","20,804",206,363,431,547,"1,324","1,603","1,064",980,"1,063","1,281","1,655","1,727","2,226","1,922","1,577","1,233",904,436,198,50,14
부산광역시 서구 (2614000000),"2,194","3,295","3,422","3,770","6,511","6,791","5,209","5,669","6,767","7,594","8,556","8,713","10,548","8,753","6,971","5,282","3,803","1,755",556,127,28,"51,476","51,476","1,122","1,754","1,749","1,906","3,097","3,401","2,708","2,890","3,498","3,949","4,468","4,397","4,953","4,056","3,136","2,210","1,464",578,104,30,6,"54,838","54,838","1,072","1,541","1,673","1,864","3,414","3,390","2,501","2,779","3,269","3,645","4,088","4,316","5,595","4,697","3,835","3,072","2,339","1,177",452,97,22
부산광역시 동구 (2617000000),"1,800","2,213","2,279","2,638","4,509","5,784","5,235","5,151","5,413","6,187","7,290","7,032","8,753","7,399","5,995","4,633","3,267","1,545",477,98,66,"42,907","42,907",958,"1,161","1,146","1,384","2,243","2,944","2,713","2,784","2,928","3,285","3,824","3,539","4,241","3,380","2,650","1,927","1,188",456,112,25,19,"44,857","44,857",842,"1,052","1,133","1,254","2,266","2,840","2,522","2,367","2,485","2,902","3,466","3,493","4,512","4,019","3,345","2,706","2,079","1,089",365,73,47
부산광역시 영도구 (2620000000),"1,942","3,053","3,425","3,765","5,758","5,975","4,786","5,570","6,819","8,022","9,186","9,617","12,046","10,342","8,239","6,239","4,222","1,829",572,120,53,"54,999","54,999",964,"1,582","1,742","1,939","3,112","3,315","2,631","2,965","3,564","4,181","4,807","4,884","5,857","4,864","3,678","2,639","1,563",570,116,21,5,"56,581","56,581",978,"1,471","1,683","1,826","2,646","2,660","2,155","2,605","3,255","3,841","4,379","4,733","6,189","5,478","4,561","3,600","2,659","1,259",456,99,48
부산광역시 부산진구 (2623000000),"8,788","11,817","11,726","12,668","22,940","29,094","23,950","23,435","24,548","26,160","28,645","28,396","32,218","24,800","18,365","13,162","9,211","4,134","1,245",223,64,"171,638","171,638","4,483","5,958","5,915","6,439","10,959","14,365","12,148","12,015","12,598","13,117","13,998","13,713","15,079","11,677","8,349","5,644","3,503","1,367",263,35,13,"183,951","183,951","4,305","5,859","5,811","6,229","11,981","14,729","11,802","11,420","11,950","13,043","14,647","14,683","17,139","13,123","10,016","7,518","5,708","2,767",982,188,51
부산광역시 동래구 (2626000000),"7,431","11,599","12,445","12,218","15,463","16,435","14,630","17,469","20,744","21,934","22,704","20,813","23,275","18,533","13,459","9,033","5,888","2,782",883,186,70,"130,335","130,335","3,810","6,029","6,479","6,338","8,077","8,567","7,502","8,644","10,164","10,743","11,004","9,709","10,872","8,494","6,196","4,154","2,422",882,203,32,14,"137,659","137,659","3,621","5,570","5,966","5,880","7,386","7,868","7,128","8,825","10,580","11,191","11,700","11,104","12,403","10,039","7,263","4,879","3,466","1,900",680,154,56
부산광역시 남구 (2629000000),"6,481","10,701","11,215","11,486","17,770","16,705","13,213","15,668","19,691","21,315","22,286","19,939","22,787","18,491","14,395","10,559","6,825","3,036",948,188,65,"128,982","128,982","3,321","5,437","5,784","5,921","9,162","9,057","6,890","7,924","9,756","10,813","11,028","9,636","10,538","8,502","6,464","4,699","2,811",986,206,34,13,"134,782","134,782","3,160","5,264","5,431","5,565","8,608","7,648","6,323","7,744","9,935","10,502","11,258","10,303","12,249","9,989","7,931","5,860","4,014","2,050",742,154,52
부산광역시 북구 (2632000000),"7,836","10,851","10,755","11,942","17,410","19,148","16,403","17,325","19,190","20,872","25,778","26,925","28,151","19,610","13,008","8,779","5,759","2,847",880,193,34,"140,241","140,241","4,041","5,616","5,539","6,268","9,360","10,241","8,534","9,048","9,799","10,133","11,991","12,985","13,941","9,541","6,142","3,918","2,139",791,182,29,3,"143,455","143,455","3,795","5,235","5,216","5,674","8,050","8,907","7,869","8,277","9,391","10,739","13,787","13,940","14,210","10,069","6,866","4,861","3,620","2,056",698,164,31
부산광역시 해운대구 (2635000000),"10,731","16,993","18,342","18,906","23,580","24,238","20,892","24,955","30,817","34,005","36,466","32,931","33,914","25,663","18,163","12,779","9,077","4,359","1,465",294,75,"191,773","191,773","5,517","8,825","9,416","9,780","12,418","12,516","10,339","12,074","14,764","16,056","17,360","15,702","16,013","12,086","8,191","5,514","3,451","1,337",339,53,22,"206,872","206,872","5,214","8,168","8,926","9,126","11,162","11,722","10,553","12,881","16,053","17,949","19,106","17,229","17,901","13,577","9,972","7,265","5,626","3,022","1,126",241,53
부산광역시 사하구 (2638000000),"7,464","11,409","11,891","12,789","19,125","19,666","16,375","19,077","21,737","23,338","26,751","26,639","29,861","22,831","15,784","10,724","6,936","3,107","1,086",237,39,"152,755","152,755","3,849","5,846","6,142","6,617","10,134","10,628","8,858","10,022","11,397","11,731","13,164","13,083","14,270","11,036","7,358","4,822","2,653",884,216,35,10,"154,111","154,111","3,615","5,563","5,749","6,172","8,991","9,038","7,517","9,055","10,340","11,607","13,587","13,556","15,591","11,795","8,426","5,902","4,283","2,223",870,202,29
부산광역시 금정구 (2641000000),"4,858","7,671","8,172","9,067","16,299","16,184","11,901","12,572","15,090","16,459","19,239","20,031","22,069","17,562","12,694","9,008","6,111","2,998",981,197,65,"112,049","112,049","2,484","3,940","4,214","4,673","8,368","9,182","6,339","6,441","7,594","8,099","9,194","9,546","10,361","8,101","5,840","4,055","2,429",913,230,37,9,"117,179","117,179","2,374","3,731","3,958","4,394","7,931","7,002","5,562","6,131","7,496","8,360","10,045","10,485","11,708","9,461","6,854","4,953","3,682","2,085",751,160,56
부산광역시 강서구 (2644000000),"8,799","11,082","7,774","4,707","5,130","7,551","10,996","16,149","14,982","10,078","8,602","8,385","9,771","6,949","4,316","2,700","1,871",913,372,74,25,"73,100","73,100","4,578","5,690","3,917","2,429","2,835","4,070","5,513","8,340","8,242","5,713","4,520","4,241","4,897","3,573","2,217","1,282",720,239,65,13,6,"68,126","68,126","4,221","5,392","3,857","2,278","2,295","3,481","5,483","7,809","6,740","4,365","4,082","4,144","4,874","3,376","2,099","1,418","1,151",674,307,61,19
부산광역시 연제구 (2647000000),"5,799","8,193","8,073","8,175","11,698","13,474","12,393","13,741","15,524","15,853","17,256","16,129","18,284","14,878","10,807","7,476","5,075","2,217",727,122,42,"99,089","99,089","2,924","4,129","4,201","4,150","6,085","6,706","6,196","6,936","7,574","7,757","8,203","7,639","8,313","6,889","4,954","3,391","2,112",723,171,24,12,"106,847","106,847","2,875","4,064","3,872","4,025","5,613","6,768","6,197","6,805","7,950","8,096","9,053","8,490","9,971","7,989","5,853","4,085","2,963","1,494",556,98,30
부산광역시 수영구 (2650000000),"4,463","5,655","5,466","6,088","9,995","14,003","11,798","11,820","12,450","12,714","13,884","13,271","15,768","13,253","10,084","7,036","4,824","2,209",776,130,35,"83,010","83,010","2,239","2,963","2,812","3,125","4,796","6,834","5,865","5,901","6,265","6,169","6,593","5,984","6,940","5,919","4,481","3,176","2,002",699,219,20,8,"92,712","92,712","2,224","2,692","2,654","2,963","5,199","7,169","5,933","5,919","6,185","6,545","7,291","7,287","8,828","7,334","5,603","3,860","2,822","1,510",557,110,27
부산광역시 사상구 (2653000000),"4,799","6,906","6,942","7,732","12,973","15,365","12,187","12,394","13,916","14,885","18,912","20,656","22,397","15,650","10,730","6,683","4,309","1,864",538,123,44,"106,013","106,013","2,485","3,489","3,545","4,101","6,744","8,382","6,675","6,594","7,426","7,721","9,306","10,430","11,217","7,637","5,070","2,987","1,599",488,101,12,4,"103,992","103,992","2,314","3,417","3,397","3,631","6,229","6,983","5,512","5,800","6,490","7,164","9,606","10,226","11,180","8,013","5,660","3,696","2,710","1,376",437,111,40
부산광역시 기장군 (2671000000),"7,577","11,202","9,778","8,054","8,285","8,893","10,064","14,464","17,389","15,411","13,354","11,272","12,369","9,847","7,456","5,204","3,596","1,806",580,152,33,"87,565","87,565","3,856","5,731","5,042","4,210","4,370","4,742","5,046","7,138","8,834","7,957","6,934","5,604","5,789","4,543","3,501","2,272","1,321",524,129,20,2,"89,221","89,221","3,721","5,471","4,736","3,844","3,915","4,151","5,018","7,326","8,555","7,454","6,420","5,668","6,580","5,304","3,955","2,932","2,275","1,282",451,132,31
대구광역시  (2700000000),"69,172","102,721","106,956","113,621","154,846","160,205","135,217","152,373","177,551","198,871","218,138","201,379","195,249","142,736","102,583","73,350","53,690","26,987","8,173","1,559",372,"1,181,351","1,181,351","35,550","52,488","55,232","59,888","81,667","86,204","72,741","77,548","88,212","97,645","106,776","98,865","94,194","66,585","46,264","30,837","20,034","8,474","1,791",287,69,"1,214,398","1,214,398","33,622","50,233","51,724","53,733","73,179","74,001","62,476","74,825","89,339","101,226","111,362","102,514","101,055","76,151","56,319","42,513","33,656","18,513","6,382","1,272",303
대구광역시 중구 (2711000000),"2,157","2,666","2,344","2,599","4,843","6,631","5,154","5,282","5,047","5,413","5,704","5,268","5,622","4,570","3,938","3,191","2,314","1,144",383,91,72,"35,757","35,757","1,093","1,384","1,227","1,306","2,210","3,261","2,660","2,760","2,609","2,679","2,836","2,618","2,657","2,051","1,667","1,341",872,394,102,16,14,"38,676","38,676","1,064","1,282","1,117","1,293","2,633","3,370","2,494","2,522","2,438","2,734","2,868","2,650","2,965","2,519","2,271","1,850","1,442",750,281,75,58
대구광역시 동구 (2714000000),"10,222","14,042","13,033","13,231","18,834","22,252","20,527","22,561","25,017","25,831","28,248","28,073","29,605","23,431","17,535","12,793","9,134","4,475","1,264",268,50,"167,503","167,503","5,261","7,115","6,728","7,034","9,963","11,898","11,091","11,758","12,850","13,246","13,916","13,567","13,864","10,735","7,879","5,377","3,450","1,432",283,44,12,"172,923","172,923","4,961","6,927","6,305","6,197","8,871","10,354","9,436","10,803","12,167","12,585","14,332","14,506","15,741","12,696","9,656","7,416","5,684","3,043",981,224,38
대구광역시 서구 (2717000000),"2,739","4,380","4,647","5,764","9,301","11,461","8,468","8,507","9,900","12,120","15,559","17,364","17,929","14,032","10,027","7,136","4,928","2,242",623,111,32,"83,659","83,659","1,438","2,229","2,308","3,085","4,983","6,418","4,943","4,680","5,385","6,456","7,923","8,718","8,597","6,367","4,534","2,979","1,807",687,99,19,4,"83,611","83,611","1,301","2,151","2,339","2,679","4,318","5,043","3,525","3,827","4,515","5,664","7,636","8,646","9,332","7,665","5,493","4,157","3,121","1,555",524,92,28
대구광역시 남구 (2720000000),"2,773","3,841","4,094","5,070","9,021","11,204","8,458","8,496","9,165","10,625","12,401","12,076","13,325","11,010","8,479","6,406","4,918","2,543",813,150,21,"69,663","69,663","1,456","1,959","2,129","2,702","4,327","5,725","4,593","4,359","4,666","5,375","6,144","5,824","6,173","5,004","3,679","2,646","1,854",839,187,19,3,"75,226","75,226","1,317","1,882","1,965","2,368","4,694","5,479","3,865","4,137","4,499","5,250","6,257","6,252","7,152","6,006","4,800","3,760","3,064","1,704",626,131,18
대구광역시 북구 (2723000000),"13,485","19,171","19,888","22,364","31,683","29,927","25,040","27,782","32,458","38,465","41,417","36,203","33,471","22,941","16,502","12,039","8,595","4,136","1,248",215,53,"217,540","217,540","6,903","9,808","10,292","11,671","16,799","16,469","13,475","14,303","16,117","18,709","20,566","18,002","16,508","10,840","7,380","4,935","3,206","1,254",259,36,8,"219,543","219,543","6,582","9,363","9,596","10,693","14,884","13,458","11,565","13,479","16,341","19,756","20,851","18,201","16,963","12,101","9,122","7,104","5,389","2,882",989,179,45
대구광역시 수성구 (2726000000),"9,997","19,276","24,308","25,516","28,977","25,081","19,096","23,186","32,264","38,968","40,916","33,653","30,832","22,758","16,691","12,160","9,316","5,072","1,603",312,66,"203,235","203,235","5,177","9,929","12,640","13,621","15,550","13,405","9,930","10,783","14,701","17,804","19,631","16,407","14,759","10,545","7,362","5,190","3,643","1,687",385,70,16,"216,813","216,813","4,820","9,347","11,668","11,895","13,427","11,676","9,166","12,403","17,563","21,164","21,285","17,246","16,073","12,213","9,329","6,970","5,673","3,385","1,218",242,50
